id,release,position,format,track_count
2340774,id-2170658,1,12,15
115499,id-115499,1,1,22
884420,id-884420,1,,13
560446,id-560446,1,1,14
279985,id-279985,1,1,25
3903572,id-3582849,1,12,9
1086567,id-1080536,1,1,15
127438,id-127438,1,1,13
1296121,id-1262189,1,12,3
486326,id-486326,1,12,9
987892,id-987892,1,1,23
2111612,id-1972482,1,1,15
1692395,id-1609214,1,12,8
2248671,id-2090445,1,1,20
2339567,id-2169572,1,1,10
1291513,id-1258165,1,12,10
883726,id-883726,1,,18
563485,id-563485,1,1,4
475983,id-475986,2,1,15
1240767,id-1214284,1,1,16
589564,id-589564,1,1,17
558850,id-558850,1,1,16
817154,id-817154,1,1,10
1251108,id-1220644,5,1,43
771128,id-771128,1,1,14
280943,id-280943,1,1,25
193522,id-193522,1,1,22
1009171,id-1009171,1,,10
883819,id-883819,1,1,24
690825,id-690825,1,12,34
481197,id-481197,1,1,10
998062,id-998062,1,1,12
333687,id-333687,1,,10
1124022,id-1112344,1,1,35
97619,id-97619,1,1,11
1063299,id-1060182,1,1,12
288502,id-288497,2,1,11
229426,id-229426,1,1,8
1069185,id-1065343,2,1,41
430174,id-430174,1,7,12
693720,id-693720,1,12,8
674601,id-674601,1,12,52
2692528,id-2485228,1,8,4
215652,id-215652,1,1,12
726802,id-715653,2,1,18
2867909,id-2641126,1,1,23
255839,id-255839,1,1,14
456486,id-456486,1,1,13
743953,id-743953,1,12,32
864636,id-864636,1,,7
939907,id-939907,1,,14
352302,id-352303,2,1,15
2178387,id-2029835,1,12,19
2560989,id-2364723,1,1,16
1106889,id-1097659,1,,4
2203224,id-2051000,1,1,28
528687,id-528687,1,1,8
4109,id-4109,1,1,14
748866,id-748866,1,1,12
1218330,id-1194292,1,31,10
80250,id-80250,1,1,12
2562433,id-2366072,1,12,11
1055999,id-1053835,1,1,12
660060,id-660060,1,1,12
243917,id-243917,1,1,19
41996,id-41996,1,1,22
358242,id-358242,1,1,18
177978,id-177978,1,1,10
1009837,id-1009837,1,,26
55191,id-55191,1,,16
299557,id-299557,1,1,16
970341,id-970341,1,1,10
956430,id-956430,1,1,15
1193405,id-1172524,1,1,16
807509,id-807509,1,1,11
1146866,id-1132419,1,1,2
1025452,id-1025452,1,,12
3655314,id-3354068,1,1,10
851413,id-851413,1,,11
1236803,id-1210793,2,1,22
841128,id-841128,1,12,6
536381,id-536381,1,1,14
417130,id-417130,1,1,14
2553568,id-2358030,1,1,19
582582,id-582582,1,1,16
1217578,id-1193672,1,1,13
1337539,id-1298210,1,1,8
181032,id-181030,2,1,21
1036324,id-1036324,1,,15
36504,id-36504,1,1,25
319609,id-319609,1,1,3
28179,id-28179,1,1,18
899778,id-899778,1,,13
801025,id-801025,1,7,9
300278,id-300278,1,1,11
92197,id-92197,1,1,6
459631,id-459631,1,1,12
409464,id-409464,1,8,4
894938,id-894938,1,,16
731831,id-731831,1,1,17
214358,id-214358,1,1,15
3767117,id-3457271,1,12,99
722076,id-722076,1,1,17
89147,id-89147,1,,12
556538,id-556538,1,29,8
1087552,id-1081404,1,1,12
996437,id-996437,1,1,17
684246,id-684246,1,1,51
325727,id-325727,1,1,36
526085,id-526085,1,1,11
684791,id-684791,1,1,13
963597,id-963597,1,,22
378607,id-378607,1,1,10
180437,id-180437,1,,10
975456,id-975456,1,,14
442552,id-442552,1,1,12
424209,id-424209,1,1,12
770387,id-770387,1,1,17
666029,id-666029,1,12,10
184224,id-184224,1,1,13
1110392,id-1100612,1,1,10
926805,id-926805,1,,25
3903850,id-3583117,1,12,13
2622570,id-2420368,1,12,12
560705,id-560705,1,1,11
525232,id-525232,1,1,22
1310934,id-1275005,2,1,7
